id,farm_id,date,category,description,amount,receipt_url,created_at,updated_at,vendor
99c487b4-45cf-4135-9887-73ce5466884c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-05-06,Soil,Shared between Press & Jacobsen payment staggers,300.0,,2026-04-13T01:52:33.547257+00:00,2026-04-13T01:52:33.547257+00:00,Napa Waste & Recycling
10cb6f0a-5ff9-4886-8f21-6efd3c293e6a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-05-27,Equipment,Pots & Trays for greenhouse and farm,393.71,,2026-04-13T01:52:33.628204+00:00,2026-04-13T01:52:33.628204+00:00,Greenhouse Megastore
42d0728a-1e6f-4c09-a4bf-3b75f5bc08a9,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-06-19,Plants,"Peppers, Eggplant, Basil plant starts for farm",650.59,,2026-04-13T01:52:33.706464+00:00,2026-04-13T01:52:33.706464+00:00,Morning Sun Herb Farm
496d3d47-4cff-4db2-b9d9-6f62f5c8a5d9,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-07-10,Seeds,Seeds for Microgreens,748.5,,2026-04-13T01:52:33.789091+00:00,2026-04-13T01:52:33.789091+00:00,Johnny's Seeds
1f1ef935-97b3-4706-b3ce-3e2cdb7d178d,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-07-21,Plants,Plants & Gloves,175.74,,2026-04-13T01:52:33.860037+00:00,2026-04-13T01:52:33.860037+00:00,Home Depot
dcd97b94-46f9-4dd8-a2eb-d473c5e9afa6,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-07-25,Seeds,Ox Heart Carrot Seeds,95.41,,2026-04-13T01:52:33.922729+00:00,2026-04-13T01:52:33.922729+00:00,Seed Savers Exchange
b907879a-40f2-4947-9f6f-71861a757c0b,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-07-27,Plants,Society garlic plants,376.33,,2026-04-13T01:52:34.024364+00:00,2026-04-13T01:52:34.024364+00:00,Home Depot
629beb1d-3799-43cc-adfa-a7a73cea6382,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-08-01,Soil,Coco Coir for seed starting mix,271.48,,2026-04-13T01:52:34.09092+00:00,2026-04-13T01:52:34.09092+00:00,Amazon
12846236-17c6-465b-b8dc-4e43e150c544,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-08-15,Plants,Starts for Press planters,204.3,,2026-04-13T01:52:34.166843+00:00,2026-04-13T01:52:34.166843+00:00,Central Valley
45fc41f7-c416-4313-b64f-3ae52281a72f,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-08-16,Plants,Plants for Press planters boxes,374.66,,2026-04-13T01:52:34.289552+00:00,2026-04-13T01:52:34.289552+00:00,Van Winden
400f7434-6baa-4f71-9bd7-99b7a049f400,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-08-22,Equipment,Tools and shovels for farm,484.59,,2026-04-13T01:52:34.480253+00:00,2026-04-13T01:52:34.480253+00:00,Home Depot
1b0180a7-217b-4134-9bdc-34f383a5d892,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-08-22,Plants,Plants for Press planters boxes,344.88,,2026-04-13T01:52:34.663825+00:00,2026-04-13T01:52:34.663825+00:00,Van Winden
cccc8adc-5893-4b24-b8fc-7e35e7bf5d0c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-08-23,Seeds,Seeds for Farm,142.62,,2026-04-13T01:52:34.769981+00:00,2026-04-13T01:52:34.769981+00:00,True Leaf Market
723962a4-5928-44f4-a706-09c20400fed4,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-08-30,Seeds,Seeds for Farm,152.79,,2026-04-13T01:52:34.873287+00:00,2026-04-13T01:52:34.873287+00:00,True Leaf Market
a7eae760-4402-412a-9bd1-5070522f9dea,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-09-19,Seeds,Seeds for Farm,231.18,,2026-04-13T01:52:34.985237+00:00,2026-04-13T01:52:34.985237+00:00,Seed Savers Exchange
6d7d7c48-5ffa-4bef-be69-84abe1ba9ef0,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-10-08,Seeds,Seeds for Farm,60.0,,2026-04-13T01:52:35.058096+00:00,2026-04-13T01:52:35.058096+00:00,Plant Good Seeds Company
4dd9b81d-fca9-4451-aa81-74f6c3748656,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-10-11,Plants,Plants for Farm,233.98,,2026-04-13T01:52:35.137179+00:00,2026-04-13T01:52:35.137179+00:00,Van Winden
3e79c166-f065-4211-899a-d76b9b59fb38,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-10-11,Equipment,Sand Bags for Farm,54.8,,2026-04-13T01:52:35.22641+00:00,2026-04-13T01:52:35.22641+00:00,Home Depot
b3fb55c7-f483-42af-a311-5ab8c67fa682,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-10-26,Software,Farm Planning Software,219.99,,2026-04-13T01:52:35.289807+00:00,2026-04-13T01:52:35.289807+00:00,Heirloom
d196e264-b255-4a74-b640-6df2fc25ca4a,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-10-27,Plants,Mushroom Spawn,72.32,,2026-04-13T01:52:35.357434+00:00,2026-04-13T01:52:35.357434+00:00,North Spore
9cdcd72a-9000-46c4-bf91-84ba6f9192a8,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-10-31,Seeds,Pepper Seeds,163.49,,2026-04-13T01:52:35.420151+00:00,2026-04-13T01:52:35.420151+00:00,Pepper Joes
0e88d64c-e01b-4062-92c7-1034efa35fa8,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-10-31,Seeds,Seeds for Spring Flowers,584.73,,2026-04-13T01:52:35.491444+00:00,2026-04-13T01:52:35.491444+00:00,Johnny's Seeds
620567d8-574b-4244-8054-6807999febc2,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-01,Seeds,Seeds for Farm,386.74,,2026-04-13T01:52:35.556033+00:00,2026-04-13T01:52:35.556033+00:00,Baker Creek
7f7c9f48-d345-4881-b370-22ec28b6fcaf,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-02,Equipment,Farm Hand Tools,153.15,,2026-04-13T01:52:35.663414+00:00,2026-04-13T01:52:35.663414+00:00,Home Depot
0d5bd624-56c8-4075-b6ba-f1efa1a2374b,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-09,Equipment,"Sand Bags for Farm, Crop Protection",399.05,,2026-04-13T01:52:35.76931+00:00,2026-04-13T01:52:35.76931+00:00,Home Depot
5975f035-efa7-4684-b708-6dcc988d2277,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-09,Equipment,Sand Paper,41.02,,2026-04-13T01:52:35.894726+00:00,2026-04-13T01:52:35.894726+00:00,Home Depot
6025e063-ed68-40e6-9324-a31046441b8e,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-15,Equipment,Sluggo,59.14,,2026-04-13T01:52:35.958149+00:00,2026-04-13T01:52:35.958149+00:00,Home Depot
d8498795-10e0-45e8-8f2d-6ec4d6bf9f95,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-15,Equipment,Diatomaceous Earth,29.29,,2026-04-13T01:52:36.023082+00:00,2026-04-13T01:52:36.023082+00:00,Home Depot
3ddd72e5-dd12-4bc8-93fe-faa1d09dc22c,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-20,Seeds,Tomatoes,125.09,,2026-04-13T01:52:36.095601+00:00,2026-04-13T01:52:36.095601+00:00,True Leaf Market
db5f558f-7a4f-4965-a17a-4120deafbe58,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-20,Seeds,Ox Heart Carrots,258.93,,2026-04-13T01:52:36.166994+00:00,2026-04-13T01:52:36.166994+00:00,Seed Savers Exchange
14d8f700-c9d7-4b0e-a448-498ff267d643,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-20,Seeds,Seeds,1093.77,,2026-04-13T01:52:36.237204+00:00,2026-04-13T01:52:36.237204+00:00,Johnnys
18879032-df20-40e1-b5cc-8e95bb0e62b0,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-20,Supplies,Worms,180.4,,2026-04-13T01:52:36.307077+00:00,2026-04-13T01:52:36.307077+00:00,Uncle Jims Worm Farm
2d0fee65-e94c-4a21-aeee-5df9e988e5c2,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-22,Soil,Coco Coir for seed starting mix,92.56,,2026-04-13T01:52:36.3767+00:00,2026-04-13T01:52:36.3767+00:00,True Leaf Market
0f70332e-b186-42e0-a83d-4d775b489b9e,5f7e9d0f-e91b-4a78-92f9-37505fa5aa3d,2025-11-24,Plants,Tulip Bulbs massive sale $500 off normal price,172.81,,2026-04-13T01:52:36.449323+00:00,2026-04-13T01:52:36.449323+00:00,Holland Bulb Farms
